row_number,strt_lon,strt_lat,end_lon,end_lat,m,km,minutes,hours
13947,-71.137313,42.353334,-71.100812,42.340021,4548,4.548,16.43333333,0.273888889
13948,-71.050699,42.357143,-71.041747,42.348833,1478,1.478,9.35,0.155833333
13949,-71.146452,42.357247,-71.116174,42.351313,3272,3.272,12.8,0.213333333
13950,-71.041747,42.348833,-71.096831,42.349046,5810,5.81,24.56666667,0.409444444
13951,-71.074182,42.338623,-71.041747,42.348833,4160,4.16,17.95,0.299166667
13952,-71.105221,42.334073,-71.100812,42.340021,1355,1.355,5.05,0.084166667
13953,-71.05896,42.354594,-71.100812,42.340021,5268,5.268,19.88333333,0.331388889
13954,-71.089886,42.350851,-71.041747,42.348833,4888,4.888,23.35,0.389166667
13955,-71.102221,42.343912,-71.060868,42.366231,5886,5.886,24.33333333,0.405555556
13956,-71.041747,42.348833,-71.089886,42.350851,5201,5.201,21.51666667,0.358611111
13957,-71.100812,42.340021,-71.085954,42.348717,2027,2.027,7.55,0.125833333
13958,-71.096831,42.349046,-71.041747,42.348833,6647,6.647,26.11666667,0.435277778
13959,-71.070378,42.352096,-71.041747,42.348833,3002,3.002,15.15,0.2525
13960,-71.068922,42.341522,-71.100812,42.340021,3674,3.674,13.61666667,0.226944444
13961,-71.09788,42.344763,-71.100812,42.340021,1306,1.306,5.183333333,0.086388889
13962,-71.100812,42.340021,-71.105221,42.334073,1194,1.194,4.683333333,0.078055556
13963,-71.100812,42.340021,-71.099855,42.346171,955,0.955,4.4,0.073333333
13964,-71.1065,42.338629,-71.100812,42.340021,664,0.664,2.166666667,0.036111111
13965,-71.041747,42.348833,-71.09788,42.344763,6627,6.627,27.66666667,0.461111111
13966,-71.082578,42.345959,-71.068922,42.341522,1512,1.512,7.2,0.12
13967,-71.081572,42.340799,-71.041747,42.348833,5372,5.372,22.9,0.381666667
13968,-71.041747,42.348833,-71.056868,42.360583,2059,2.059,9.633333333,0.160555556
13969,-71.056868,42.360583,-71.041747,42.348833,2395,2.395,11.46666667,0.191111111
13970,-71.090179,42.341814,-71.041747,42.348833,5211,5.211,22.95,0.3825
13971,-71.116174,42.351313,-71.082578,42.345959,3340,3.34,14.26666667,0.237777778
13972,-71.088088,42.347265,-71.100812,42.340021,2405,2.405,7.316666667,0.121944444
13973,-71.100812,42.340021,-71.07403,42.334057,2840,2.84,13.55,0.225833333
13974,-71.082578,42.345959,-71.041747,42.348833,4632,4.632,19.81666667,0.330277778
13975,-71.050877,42.363871,-71.116174,42.351313,7411,7.411,25.71666667,0.428611111
13976,-71.116174,42.351313,-71.076163,42.347433,3709,3.709,15.63333333,0.260555556
13977,-71.088088,42.347265,-71.041747,42.348833,4468,4.468,19.56666667,0.326111111
13978,-71.050877,42.363871,-71.041747,42.348833,2353,2.353,11.03333333,0.183888889
13979,-71.051601,42.35977,-71.041747,42.348833,1862,1.862,9.516666667,0.158611111
13980,-71.041747,42.348833,-71.0790969,42.3348756,4296,4.296,17.61666667,0.293611111
13981,-71.060868,42.366231,-71.100812,42.340021,6847,6.847,25.61666667,0.426944444
13982,-71.0833545,42.3281898,-71.100812,42.340021,2751,2.751,13.98333333,0.233055556
13983,-71.100812,42.340021,-71.0833545,42.3281898,2743,2.743,14.98333333,0.249722222
13984,-71.100812,42.340021,-71.059364,42.359677,4903,4.903,19.61666667,0.326944444
13985,-71.100812,42.340021,-71.056868,42.360583,5288,5.288,22.26666667,0.371111111
13986,-71.059364,42.359677,-71.100812,42.340021,5548,5.548,20.91666667,0.348611111
13987,-71.041747,42.348833,-71.099855,42.346171,7268,7.268,28.81666667,0.480277778
13988,-71.089886,42.350851,-71.100812,42.340021,2833,2.833,11.81666667,0.196944444
13989,-71.100812,42.340021,-71.066289,42.351146,3953,3.953,15.7,0.261666667
13990,-71.081572,42.340799,-71.100812,42.340021,2240,2.24,7.8,0.13
13991,-71.041747,42.348833,-71.119581,42.365074,9162,9.162,33.73333333,0.562222222
13992,-71.100812,42.340021,-71.088088,42.347265,1660,1.66,5.8,0.096666667
13993,-71.069616,42.345392,-71.056067,42.362811,3008,3.008,13.33333333,0.222222222
13994,-71.041747,42.348833,-71.085954,42.348717,5296,5.296,21.8,0.363333333
13995,-71.100812,42.340021,-71.096831,42.349046,1347,1.347,7.15,0.119166667
13996,-71.096831,42.349046,-71.100812,42.340021,1347,1.347,5.8,0.096666667
13997,-71.085954,42.348717,-71.050877,42.363871,3996,3.996,19.2,0.32
13998,-71.069616,42.345392,-71.073644,42.350989,1626,1.626,7.433333333,0.123888889
13999,-71.066289,42.351146,-71.069616,42.345392,974,0.974,5.033333333,0.083888889
14000,-71.069616,42.345392,-71.066289,42.351146,773,0.773,5.2,0.086666667
14001,-71.069616,42.345392,-71.09788,42.344763,3597,3.597,14.16666667,0.236111111
14002,-71.055547,42.352175,-71.069616,42.345392,2279,2.279,10.2,0.17
14003,-71.105884,42.350075,-71.069616,42.345392,4954,4.954,18.78333333,0.313055556
14004,-71.069616,42.345392,-71.059364,42.359677,2298,2.298,9.4,0.156666667
14005,-71.076163,42.347433,-71.069616,42.345392,1009,1.009,4.266666667,0.071111111
14006,-71.100812,42.340021,-71.069616,42.345392,3165,3.165,14.46666667,0.241111111
14007,-71.069616,42.345392,-71.055407,42.356755,2507,2.507,10.36666667,0.172777778
14008,-71.069616,42.345392,-71.070378,42.352096,986,0.986,5.933333333,0.098888889
14009,-71.069616,42.345392,-71.100812,42.340021,3817,3.817,13.21666667,0.220277778
14010,-71.059364,42.359677,-71.069616,42.345392,2211,2.211,9.8,0.163333333
14011,-71.07403,42.334057,-71.100812,42.340021,3188,3.188,12.2,0.203333333
14012,-71.074182,42.338623,-71.069616,42.345392,1305,1.305,5.883333333,0.098055556
14013,-71.055407,42.356755,-71.069616,42.345392,2530,2.53,11.61666667,0.193611111
14014,-71.1065,42.338629,-71.069616,42.345392,3654,3.654,14.28333333,0.238055556
14015,-71.069616,42.345392,-71.076847,42.341332,748,0.748,2.55,0.0425
14016,-71.041747,42.348833,-71.069616,42.345392,3045,3.045,13.43333333,0.223888889
14017,-71.051601,42.35977,-71.099855,42.346171,5954,5.954,24.38333333,0.406388889
14018,-71.069616,42.345392,-71.085954,42.348717,2185,2.185,8.616666667,0.143611111
14019,-71.069616,42.345392,-71.050699,42.357143,2595,2.595,11.38333333,0.189722222
14020,-71.05896,42.354594,-71.069616,42.345392,1932,1.932,8.766666667,0.146111111
14021,-71.076847,42.341332,-71.069616,42.345392,748,0.748,2.616666667,0.043611111
14022,-71.09788,42.344763,-71.069616,42.345392,2903,2.903,13.26666667,0.221111111
14023,-71.100812,42.340021,-71.050877,42.363871,5786,5.786,23.93333333,0.398888889
14024,-71.069616,42.345392,-71.105221,42.334073,3922,3.922,13.93333333,0.232222222
14025,-71.050699,42.357143,-71.069616,42.345392,2758,2.758,13.2,0.22
14026,-71.069616,42.345392,-71.081572,42.340799,1577,1.577,5.416666667,0.090277778
14027,-71.069616,42.345392,-71.074182,42.338623,1161,1.161,4.95,0.0825
14028,-71.069616,42.345392,-71.077303,42.349673,1265,1.265,5.816666667,0.096944444
14029,-71.07403,42.334057,-71.041747,42.348833,4847,4.847,20.88333333,0.348055556
14030,-71.069616,42.345392,-71.102797,42.337171,3753,3.753,13.16666667,0.219444444
14031,-71.077303,42.349673,-71.069616,42.345392,1316,1.316,7.116666667,0.118611111
14032,-71.069616,42.345392,-71.082578,42.345959,1654,1.654,6.633333333,0.110555556
14033,-71.0790969,42.3348756,-71.069616,42.345392,1884,1.884,8.133333333,0.135555556
14034,-71.088088,42.347265,-71.069616,42.345392,1855,1.855,9.033333333,0.150555556
14035,-71.102221,42.343912,-71.069616,42.345392,3271,3.271,14.88333333,0.248055556
14036,-71.045461,42.351821,-71.069616,42.345392,2854,2.854,12.38333333,0.206388889
14037,-71.070378,42.352096,-71.069616,42.345392,812,0.812,6.1,0.101666667
14038,-71.069616,42.345392,-71.059367,42.351356,1787,1.787,7.5,0.125
14039,-71.056067,42.362811,-71.069616,42.345392,2725,2.725,14.21666667,0.236944444
14040,-71.069616,42.345392,-71.060868,42.366231,3352,3.352,13.53333333,0.225555556
14041,-71.059367,42.351356,-71.069616,42.345392,1626,1.626,7.483333333,0.124722222
14042,-71.069616,42.345392,-71.129791,42.36337,7807,7.807,28.3,0.471666667
14043,-71.041747,42.348833,-71.059367,42.351356,1979,1.979,9.7,0.161666667
14044,-71.069616,42.345392,-71.056868,42.360583,2696,2.696,11.76666667,0.196111111
14045,-71.073644,42.350989,-71.069616,42.345392,1031,1.031,5.866666667,0.097777778
14046,-71.069616,42.345392,-71.076163,42.347433,1009,1.009,4.15,0.069166667
14047,-71.089886,42.350851,-71.069616,42.345392,2383,2.383,14.1,0.235
14048,-71.063348,42.354979,-71.069616,42.345392,1291,1.291,6.266666667,0.104444444
14049,-71.116174,42.351313,-71.050877,42.363871,7758,7.758,30.25,0.504166667
14050,-71.063348,42.354979,-71.050877,42.363871,2178,2.178,8.783333333,0.146388889
14051,-71.041747,42.348833,-71.088088,42.347265,5608,5.608,24.56666667,0.409444444
14052,-71.068922,42.341522,-71.102221,42.343912,3795,3.795,15.91666667,0.265277778
14053,-71.102797,42.337171,-71.069616,42.345392,3452,3.452,14.33333333,0.238888889
14054,-71.069616,42.345392,-71.055547,42.352175,1860,1.86,8.216666667,0.136944444
14055,-71.069616,42.345392,-71.051601,42.35977,2672,2.672,11.38333333,0.189722222
14056,-71.085918,42.343864,-71.069616,42.345392,1774,1.774,8.216666667,0.136944444
14057,-71.069616,42.345392,-71.05896,42.354594,1677,1.677,7.016666667,0.116944444
14058,-71.069616,42.345392,-71.085918,42.343864,2105,2.105,8.2,0.136666667
14059,-71.081572,42.340799,-71.069616,42.345392,1187,1.187,6.566666667,0.109444444
14060,-71.060868,42.366231,-71.069616,42.345392,3195,3.195,15.23333333,0.253888889
14061,-71.085954,42.348717,-71.069616,42.345392,2224,2.224,11.9,0.198333333
14062,-71.085918,42.343864,-71.059367,42.351356,3109,3.109,12.61666667,0.210277778
14063,-71.146452,42.357247,-71.050877,42.363871,11638,11.638,41.23333333,0.687222222
14064,-71.069616,42.345392,-71.06514,42.361285,2805,2.805,11.38333333,0.189722222
14065,-71.0790969,42.3348756,-71.102221,42.343912,2762,2.762,12.96666667,0.216111111
14066,-71.059367,42.351356,-71.099855,42.346171,5194,5.194,20.33333333,0.338888889
14067,-71.099855,42.346171,-71.069616,42.345392,2956,2.956,13.96666667,0.232777778
14068,-71.096831,42.349046,-71.069616,42.345392,4471,4.471,17.38333333,0.289722222
14069,-71.069616,42.345392,-71.0833545,42.3281898,2740,2.74,11,0.183333333
14070,-71.069616,42.345392,-71.063348,42.354979,1673,1.673,7.383333333,0.123055556
14071,-71.069616,42.345392,-71.102221,42.343912,3646,3.646,14.88333333,0.248055556
14072,-71.069616,42.345392,-71.1065,42.338629,4067,4.067,13.96666667,0.232777778
14073,-71.041747,42.348833,-71.063348,42.354979,2457,2.457,11.3,0.188333333
14074,-71.069616,42.345392,-71.088496,42.335911,2373,2.373,8.433333333,0.140555556
14075,-71.094734,42.331567,-71.069616,42.345392,2711,2.711,10.9,0.181666667
14076,-71.041747,42.348833,-71.073644,42.350989,4619,4.619,20.35,0.339166667
14077,-71.123831,42.352261,-71.100812,42.340021,3581,3.581,13.75,0.229166667
14078,-71.069616,42.345392,-71.094734,42.331567,3106,3.106,11.23333333,0.187222222
14079,-71.055547,42.352175,-71.059367,42.351356,449,0.449,2.666666667,0.044444444
14080,-71.056067,42.362811,-71.059367,42.351356,1685,1.685,8.666666667,0.144444444
14081,-71.069616,42.345392,-71.041747,42.348833,3523,3.523,15,0.25
14082,-71.059367,42.351356,-71.085918,42.343864,3043,3.043,13.75,0.229166667
14083,-71.090179,42.341814,-71.069616,42.345392,2351,2.351,11.55,0.1925
14084,-71.100812,42.340021,-71.055407,42.356755,5099,5.099,20.86666667,0.347777778
14085,-71.100812,42.340021,-71.105884,42.350075,2097,2.097,10.46666667,0.174444444
14086,-71.100812,42.340021,-71.081572,42.340799,1993,1.993,9.2,0.153333333
14087,-71.082578,42.345959,-71.069616,42.345392,1258,1.258,6.716666667,0.111944444
14088,-71.088496,42.335911,-71.069616,42.345392,2049,2.049,8.6,0.143333333
14089,-71.063348,42.354979,-71.041747,42.348833,2905,2.905,11.2,0.186666667
14090,-71.050877,42.363871,-71.069616,42.345392,3387,3.387,15.16666667,0.252777778
14091,-71.069616,42.345392,-71.088088,42.347265,2261,2.261,10.21666667,0.170277778
14092,-71.068922,42.341522,-71.069616,42.345392,706,0.706,3.316666667,0.055277778
14093,-71.069616,42.345392,-71.068922,42.341522,584,0.584,2.866666667,0.047777778
14094,-71.063348,42.354979,-71.100812,42.340021,4627,4.627,17.4,0.29
14095,-71.105221,42.334073,-71.069616,42.345392,3992,3.992,14.85,0.2475
14096,-71.07403,42.334057,-71.069616,42.345392,1992,1.992,8.833333333,0.147222222
14097,-71.069616,42.345392,-71.07403,42.334057,1829,1.829,7.333333333,0.122222222
14098,-71.056868,42.360583,-71.069616,42.345392,2318,2.318,11.9,0.198333333
14099,-71.06514,42.361285,-71.069616,42.345392,2488,2.488,12.6,0.21
14100,-71.123831,42.352261,-71.069616,42.345392,5361,5.361,21.56666667,0.359444444
14101,-71.069616,42.345392,-71.105884,42.350075,4329,4.329,19.06666667,0.317777778
14102,-71.051601,42.35977,-71.069616,42.345392,2896,2.896,13.65,0.2275
14103,-71.050877,42.363871,-71.099855,42.346171,6808,6.808,24.7,0.411666667
14104,-71.069616,42.345392,-71.045461,42.351821,2924,2.924,12.46666667,0.207777778
14105,-71.069616,42.345392,-71.050877,42.363871,3195,3.195,13.41666667,0.223611111
14106,-71.069616,42.345392,-71.089886,42.350851,2964,2.964,13.73333333,0.228888889
14107,-71.059367,42.351356,-71.041747,42.348833,2046,2.046,11,0.183333333
14108,-71.050877,42.363871,-71.085918,42.343864,6039,6.039,23.71666667,0.395277778
14109,-71.100812,42.340021,-71.045461,42.351821,5530,5.53,22.83333333,0.380555556
14110,-71.100812,42.340021,-71.056067,42.362811,5600,5.6,23.83333333,0.397222222
14111,-71.069616,42.345392,-71.096831,42.349046,3573,3.573,16.78333333,0.279722222
14112,-71.105884,42.350075,-71.100812,42.340021,1471,1.471,8.716666667,0.145277778
14113,-71.07278,42.355596,-71.069616,42.345392,1374,1.374,7.95,0.1325
14114,-71.069616,42.345392,-71.090179,42.341814,2864,2.864,10.7,0.178333333
14115,-71.100812,42.340021,-71.060868,42.366231,6056,6.056,24.85,0.414166667
14116,-71.069616,42.345392,-71.116174,42.351313,5185,5.185,22.75,0.379166667
14117,-71.082674,42.348323,-71.069616,42.345392,1744,1.744,8.35,0.139166667
14118,-71.07131,42.360877,-71.041747,42.348833,4179,4.179,18.93333333,0.315555556
14119,-71.069616,42.345392,-71.07131,42.360877,2680,2.68,11.53333333,0.192222222
14120,-71.102797,42.337171,-71.041747,42.348833,6571,6.571,27.16666667,0.452777778
14121,-71.041747,42.348833,-71.07131,42.360877,3209,3.209,15.38333333,0.256388889
14122,-71.07131,42.360877,-71.100812,42.340021,5333,5.333,20.03333333,0.333888889
14123,-71.07131,42.360877,-71.069616,42.345392,2003,2.003,10.2,0.17
14124,-71.059367,42.351356,-71.073644,42.350989,1468,1.468,7.5,0.125
14125,-71.041747,42.348833,-71.081572,42.340799,4608,4.608,18.91666667,0.315277778
14126,-71.116174,42.351313,-71.069616,42.345392,4597,4.597,20.98333333,0.349722222
14127,-71.041747,42.348833,-71.044624,42.353412,833,0.833,3.2,0.053333333
14128,-71.069616,42.345392,-71.07278,42.355596,1632,1.632,7.8,0.13
14129,-71.100812,42.340021,-71.063348,42.354979,4279,4.279,17.6,0.293333333
14130,-71.082674,42.348323,-71.041747,42.348833,4024,4.024,18.08333333,0.301388889
14131,-71.044624,42.353412,-71.041747,42.348833,806,0.806,3.8,0.063333333
14132,-71.041747,42.348833,-71.082674,42.348323,5351,5.351,22.51666667,0.375277778
14133,-71.082674,42.348323,-71.100812,42.340021,3205,3.205,11.56666667,0.192777778
14134,-71.069616,42.345392,-71.123831,42.352261,5824,5.824,24.65,0.410833333
14135,-71.059367,42.351356,-71.102221,42.343912,4584,4.584,20.43333333,0.340555556
14136,-71.119581,42.365074,-71.085918,42.343864,6217,6.217,24.31666667,0.405277778
14137,-71.041747,42.348833,-71.1065,42.338629,7098,7.098,27.46666667,0.457777778
14138,-71.041747,42.348833,-71.07278,42.355596,3730,3.73,15.75,0.2625
14139,-71.059367,42.351356,-71.068922,42.341522,1781,1.781,7.883333333,0.131388889
14140,-71.100812,42.340021,-71.07131,42.360877,4642,4.642,17.86666667,0.297777778
14141,-71.116174,42.351313,-71.041747,42.348833,6941,6.941,28.66666667,0.477777778
14142,-71.0833545,42.3281898,-71.069616,42.345392,2776,2.776,11.71666667,0.195277778
14143,-71.109927,42.340299,-71.102221,42.343912,898,0.898,3.616666667,0.060277778
14144,-71.069616,42.345392,-71.082674,42.348323,2314,2.314,8.933333333,0.148888889
14145,-71.119581,42.365074,-71.069616,42.345392,6752,6.752,26.03333333,0.433888889
14146,-71.109927,42.340299,-71.100812,42.340021,1002,1.002,3.366666667,0.056111111
14147,-71.100812,42.340021,-71.057054,42.344023,4719,4.719,23.28333333,0.388055556
14148,-71.056868,42.360583,-71.100812,42.340021,5654,5.654,23.03333333,0.383888889
14149,-71.069616,42.345392,-71.057054,42.344023,1676,1.676,8.366666667,0.139444444
14150,-71.069616,42.345392,-71.0790969,42.3348756,1699,1.699,6.6,0.11
14151,-71.044624,42.353412,-71.069616,42.345392,3590,3.59,14.18333333,0.236388889
14152,-71.057054,42.344023,-71.069616,42.345392,1432,1.432,7.1,0.118333333
14153,-71.094734,42.331567,-71.100812,42.340021,1591,1.591,7.05,0.1175
14154,-71.116174,42.351313,-71.059367,42.351356,5206,5.206,21.16666667,0.352777778
14155,-71.057054,42.344023,-71.100812,42.340021,5235,5.235,20.38333333,0.339722222
14156,-71.099855,42.346171,-71.051601,42.35977,4706,4.706,21.01666667,0.350277778
14157,-71.0496,42.3511,-71.069616,42.345392,2577,2.577,10.46666667,0.174444444
14158,-71.069616,42.345392,-71.0496,42.3511,2951,2.951,12.31666667,0.205277778
14159,-71.100812,42.340021,-71.116174,42.351313,2817,2.817,13.53333333,0.225555556
14160,-71.057054,42.344023,-71.041747,42.348833,2277,2.277,8.816666667,0.146944444
14161,-71.116174,42.351313,-71.100812,42.340021,2817,2.817,12.95,0.215833333
14162,-71.124565,42.363732,-71.069616,42.345392,7043,7.043,26.33333333,0.438888889
14163,-71.100812,42.340021,-71.068922,42.341522,3355,3.355,15.76666667,0.262777778
14164,-71.041747,42.348833,-71.094734,42.331567,6007,6.007,24.01666667,0.400277778
14165,-71.041747,42.348833,-71.0496,42.3511,725,0.725,3.45,0.0575
14166,-71.0496,42.3511,-71.041747,42.348833,1151,1.151,4.65,0.0775
14167,-71.051601,42.35977,-71.100812,42.340021,6233,6.233,24.76666667,0.412777778
14168,-71.100812,42.340021,-71.124565,42.363732,4934,4.934,24.31666667,0.405277778
14169,-71.0790969,42.3348756,-71.100812,42.340021,2223,2.223,9.766666667,0.162777778
14170,-71.100812,42.340021,-71.0790969,42.3348756,2233,2.233,11.31666667,0.188611111
14171,-71.041747,42.348833,-71.100812,42.340021,6848,6.848,26.71666667,0.445277778
14172,-71.069616,42.345392,-71.119581,42.365074,7065,7.065,25.78333333,0.429722222
14173,-71.100812,42.340021,-71.07278,42.355596,4052,4.052,15.78333333,0.263055556
14174,-71.0441,42.3475,-71.069616,42.345392,2938,2.938,12.76666667,0.212777778
14175,-71.041747,42.348833,-71.102797,42.337171,6784,6.784,26.66666667,0.444444444
14176,-71.069616,42.345392,-71.13802,42.361667,8584,8.584,31.36666667,0.522777778
14177,-71.0441,42.3475,-71.063348,42.354979,1991,1.991,7.35,0.1225
14178,-71.050877,42.363871,-71.068922,42.341522,3757,3.757,15.6,0.26
14179,-71.041747,42.348833,-71.13802,42.361667,10682,10.682,39.33333333,0.655555556
14180,-71.056067,42.362811,-71.100812,42.340021,7444,7.444,28.83333333,0.480555556
14181,-71.100812,42.340021,-71.13802,42.361667,5548,5.548,22.06666667,0.367777778
14182,-71.100812,42.340021,-71.129791,42.36337,5509,5.509,22.35,0.3725
14183,-71.068922,42.341522,-71.041747,42.348833,3617,3.617,15.73333333,0.262222222
14184,-71.13802,42.361667,-71.100812,42.340021,5558,5.558,21.35,0.355833333
14185,-71.068922,42.341522,-71.0441,42.3475,3008,3.008,13.51666667,0.225277778
14186,-71.069616,42.345392,-71.109927,42.340299,4405,4.405,15.53333333,0.258888889
14187,-71.07278,42.355596,-71.100812,42.340021,4293,4.293,17.25,0.2875
14188,-71.119581,42.365074,-71.100812,42.340021,4752,4.752,19.53333333,0.325555556
14189,-71.137313,42.353334,-71.069616,42.345392,6328,6.328,24.25,0.404166667
14190,-71.100812,42.340021,-71.041747,42.348833,6128,6.128,25.36666667,0.422777778
14191,-71.100812,42.340021,-71.109927,42.340299,1002,1.002,4.016666667,0.066944444
14192,-71.050699,42.357143,-71.0441,42.3475,2011,2.011,12.33333333,0.205555556
14193,-71.041747,42.348833,-71.105884,42.350075,7014,7.014,26.15,0.435833333
14194,-71.041747,42.348833,-71.068922,42.341522,3041,3.041,13.26666667,0.221111111
14195,-71.100812,42.340021,-71.119581,42.365074,4644,4.644,23.46666667,0.391111111
14196,-71.102221,42.343912,-71.041747,42.348833,5884,5.884,25.4,0.423333333
14197,-71.041747,42.348833,-71.057054,42.344023,1869,1.869,7.066666667,0.117777778
14198,-71.069616,42.345392,-71.0441,42.3475,3320,3.32,14.36666667,0.239444444
14199,-71.059367,42.351356,-71.100812,42.340021,4756,4.756,18.76666667,0.312777778
14200,-71.100812,42.340021,-71.059367,42.351356,4392,4.392,17.86666667,0.297777778
14201,-71.099855,42.346171,-71.041747,42.348833,5569,5.569,24.5,0.408333333
14202,-71.105884,42.350075,-71.041747,42.348833,7130,7.13,27.51666667,0.458611111
14203,-71.100812,42.340021,-71.082674,42.348323,2156,2.156,7.866666667,0.131111111
14204,-71.041747,42.348833,-71.0441,42.3475,591,0.591,5.35,0.089166667
14205,-71.116174,42.351313,-71.0441,42.3475,6426,6.426,27.93333333,0.465555556
14206,-71.109927,42.340299,-71.069616,42.345392,3991,3.991,15.48333333,0.258055556
14207,-71.100812,42.340021,-71.137313,42.353334,4671,4.671,20.35,0.339166667
14208,-71.0441,42.3475,-71.100812,42.340021,6741,6.741,26.05,0.434166667
14209,-71.069616,42.345392,-71.099855,42.346171,3765,3.765,15.1,0.251666667
14210,-71.100812,42.340021,-71.050699,42.357143,5200,5.2,21.73333333,0.362222222
14211,-71.129791,42.36337,-71.100812,42.340021,4929,4.929,19.28333333,0.321388889
14212,-71.0441,42.3475,-71.041747,42.348833,659,0.659,4.083333333,0.068055556
14213,-71.119581,42.365074,-71.041747,42.348833,8928,8.928,34.78333333,0.579722222
14214,-71.050877,42.363871,-71.0790969,42.3348756,4741,4.741,19.61666667,0.326944444
14215,-71.105221,42.334073,-71.051601,42.35977,6582,6.582,26.08333333,0.434722222
14216,-71.069616,42.345392,-71.146452,42.357247,8043,8.043,30.95,0.515833333
14217,-71.100812,42.340021,-71.051601,42.35977,5264,5.264,21.88333333,0.364722222
14218,-71.069616,42.345392,-71.137313,42.353334,7039,7.039,29.58333333,0.493055556
14219,-71.07278,42.355596,-71.041747,42.348833,3550,3.55,16.68333333,0.278055556
14220,-71.051601,42.35977,-71.116174,42.351313,6557,6.557,25.4,0.423333333
14221,-71.041747,42.348833,-71.088496,42.335911,5343,5.343,21.38333333,0.356388889
14222,-71.069616,42.345392,-71.124565,42.363732,7355,7.355,26.61666667,0.443611111
14223,-71.094734,42.331567,-71.041747,42.348833,6329,6.329,27.3,0.455
14224,-71.069616,42.345392,-71.044624,42.353412,3453,3.453,14.2,0.236666667
14225,-71.124565,42.363732,-71.100812,42.340021,5043,5.043,19.83333333,0.330555556
14226,-71.100812,42.340021,-71.0496,42.3511,5151,5.151,21.16666667,0.352777778
14227,-71.055407,42.356755,-71.100812,42.340021,5866,5.866,22.75,0.379166667
14228,-71.041747,42.348833,-71.102221,42.343912,7582,7.582,29.76666667,0.496111111
14229,-71.050699,42.357143,-71.100812,42.340021,6095,6.095,24.31666667,0.405277778
14230,-71.100812,42.340021,-71.146452,42.357247,5674,5.674,21.71666667,0.361944444
14231,-71.146452,42.357247,-71.100812,42.340021,5655,5.655,21.05,0.350833333
14232,-71.13802,42.361667,-71.069616,42.345392,8273,8.273,31.11666667,0.518611111
14233,-71.119581,42.365074,-71.055547,42.352175,7266,7.266,27.98333333,0.466388889
14234,-71.100812,42.340021,-71.0441,42.3475,5612,5.612,24.63333333,0.410555556
14235,-71.045461,42.351821,-71.100812,42.340021,6522,6.522,26.53333333,0.442222222
14236,-71.105221,42.334073,-71.041747,42.348833,7446,7.446,29.56666667,0.492777778
14237,-71.041747,42.348833,-71.120886,42.373231,10539,10.539,39.3,0.655
14238,-71.085918,42.343864,-71.105495,42.366426,3083,3.083,14.28333333,0.238055556
14239,-71.105495,42.366426,-71.069616,42.345392,7777,7.777,28.5,0.475
14240,-71.063348,42.354979,-71.10042,42.363562,4522,4.522,16.35,0.2725
14241,-71.118579,42.373268,-71.116174,42.351313,3345,3.345,14.8,0.246666667
14242,-71.13802,42.361667,-71.118579,42.373268,2468,2.468,12.38333333,0.206388889
14243,-71.118579,42.373268,-71.060868,42.366231,5872,5.872,22.06666667,0.367777778
14244,-71.069616,42.345392,-71.118579,42.373268,8538,8.538,31.75,0.529166667
14245,-71.105221,42.334073,-71.10042,42.363562,5159,5.159,21.91666667,0.365277778
14246,-71.1031,42.36507,-71.118579,42.373268,1584,1.584,4.966666667,0.082777778
14247,-71.109927,42.340299,-71.120886,42.373231,4839,4.839,24.03333333,0.400555556
14248,-71.118579,42.373268,-71.1031,42.36507,1699,1.699,5.766666667,0.096111111
14249,-71.041747,42.348833,-71.118579,42.373268,8653,8.653,32.56666667,0.542777778
14250,-71.105495,42.366426,-71.085918,42.343864,3083,3.083,13.73333333,0.228888889
14251,-71.076847,42.341332,-71.105495,42.366426,4188,4.188,19.28333333,0.321388889
14252,-71.088496,42.335911,-71.041747,42.348833,5667,5.667,25.01666667,0.416944444
14253,-71.07131,42.360877,-71.118579,42.373268,7495,7.495,26.03333333,0.433888889
14254,-71.118579,42.373268,-71.082674,42.348323,6599,6.599,25.06666667,0.417777778
14255,-71.041747,42.348833,-71.105495,42.366426,7687,7.687,30.9,0.515
14256,-71.118579,42.373268,-71.146452,42.357247,4611,4.611,17.05,0.284166667
14257,-71.082674,42.348323,-71.118579,42.373268,4642,4.642,18.83333333,0.313888889
14258,-71.095319,42.379637,-71.041747,42.348833,6742,6.742,30.05,0.500833333
14259,-71.105495,42.366426,-71.041747,42.348833,9953,9.953,37.23333333,0.620555556
14260,-71.10042,42.363562,-71.041747,42.348833,6277,6.277,24.66666667,0.411111111
14261,-71.062679,42.352409,-71.076847,42.341332,2483,2.483,10.8,0.18
14262,-71.062679,42.352409,-71.060868,42.366231,2104,2.104,8.383333333,0.139722222
14263,-71.069616,42.345392,-71.062679,42.352409,1293,1.293,6.883333333,0.114722222
14264,-71.093198,42.3581,-71.069616,42.345392,3725,3.725,17.56666667,0.292777778
14265,-71.059367,42.351356,-71.105495,42.366426,5430,5.43,20.98333333,0.349722222
14266,-71.120526,42.333689,-71.123831,42.352261,3059,3.059,13.43333333,0.223888889
14267,-71.118579,42.373268,-71.06514,42.361285,5089,5.089,19.5,0.325
14268,-71.102221,42.343912,-71.13401,42.348607,3811,3.811,16.35,0.2725
14269,-71.123338,42.341598,-71.13401,42.348607,1789,1.789,7.233333333,0.120555556
